BSHD,2012/08/28 18:50:25,0001,0116.0003,15840  
Pilot Sector Name,SID,NID,Extend BID,T-PN,Antenna Lati,Antenna Longi,Antenna Alti,Antenna Loc Accu,Sector Center Lati,Sector Center Longi,Sector Center Alti,Antenna Orientation,Antenna Opening,Max Antenna Range,Terrain Average Height,Terrain Height Standard Deviation,Potential Repeater,PN Increment,FWD Calib,FWD Calib Accu,RTD Calib,RTD Calib Accu,FormatType,SwitchNum
NJC691-5-201-meishanliantie_C,14174,11,18557749,321,31.907934,118.616796,20,300,31.905909,118.620928,9,120,120,1500,8,5,0,1,15.00,39,1.00,524,1,-1
NJC691-6-201-meishanliantie_C,14174,11,13183798,489,31.907934,118.616796,20,300,31.905909,118.612664,8,240,120,1500,6,4,0,1,15.00,39,1.00,524,1,-1
NJC691-6-201-meishanliantie_C,14174,11,18557750,489,31.907934,118.616796,20,300,31.905909,118.612664,8,240,120,1500,6,4,0,1,15.00,39,1.00,524,1,-1
NJC692-4-201-longdouwanan_C,14174,11,13183812,168,31.865409,118.885358,38,300,31.869459,118.885358,3,0,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC692-4-201-longdouwanan_C,14174,11,18557764,168,31.865409,118.885358,38,300,31.869459,118.885358,3,0,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC692-5-201-longdouwanan_C,14174,11,13183813,336,31.865409,118.885358,38,300,31.863384,118.889488,3,120,120,1500,3,1,0,1,15.00,39,1.00,524,1,-1
NJC692-5-201-longdouwanan_C,14174,11,18557765,336,31.865409,118.885358,38,300,31.863384,118.889488,3,120,120,1500,3,1,0,1,15.00,39,1.00,524,1,-1
NJC692-6-201-longdouwanan_C,14174,11,13183814,504,31.865409,118.885358,38,300,31.863384,118.881228,3,240,120,1500,3,1,0,1,15.00,39,1.00,524,1,-1
NJC692-6-201-longdouwanan_C,14174,11,18557766,504,31.865409,118.885358,38,300,31.863384,118.881228,3,240,120,1500,3,1,0,1,15.00,39,1.00,524,1,-1
NJC694-4-201-yongxingshequ_C,14174,11,13183844,21,31.771986,118.865659,38,300,31.774011,118.869785,2,60,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC694-4-201-yongxingshequ_C,14174,11,18557796,21,31.771986,118.865659,38,300,31.774011,118.869785,2,60,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC694-5-201-yongxingshequ_C,14174,11,13183845,189,31.771986,118.865659,38,300,31.768180,118.864030,2,200,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC694-5-201-yongxingshequ_C,14174,11,18557797,189,31.771986,118.865659,38,300,31.768180,118.864030,2,200,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC694-6-201-yongxingshequ_C,14174,11,13183846,357,31.771986,118.865659,38,300,31.774011,118.861533,2,300,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC694-6-201-yongxingshequ_C,14174,11,18557798,357,31.771986,118.865659,38,300,31.774011,118.861533,2,300,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC695-4-283-shangfenggongyeyuan_C,14174,11,18557812,96,31.998611,119.046667,74,300,32.002661,119.046667,32,0,120,1500,32,4,0,3,15.00,39,1.00,524,1,-1
NJC695-5-283-shangfenggongyeyuan_C,14174,11,18557813,264,31.998611,119.046667,74,300,31.996586,119.050803,23,120,120,1500,23,4,0,3,15.00,39,1.00,524,1,-1
NJC695-6-283-shangfenggongyeyuan_C,14174,11,18557814,432,31.998611,119.046667,74,300,31.996586,119.042531,28,240,120,1500,28,5,0,3,15.00,39,1.00,524,1,-1
NJC696-4-201-aijing_C,14174,11,13183876,153,31.735581,119.029081,38,300,31.737606,119.033205,14,60,120,1500,15,6,0,1,15.00,39,1.00,524,1,-1
NJC696-4-201-aijing_C,14174,11,18557828,153,31.735581,119.029081,38,300,31.737606,119.033205,14,60,120,1500,15,6,0,1,15.00,39,1.00,524,1,-1
NJC696-5-201-aijing_C,14174,11,13183877,321,31.735581,119.029081,38,300,31.731531,119.029081,18,180,120,1500,18,3,0,1,15.00,39,1.00,524,1,-1
NJC696-5-201-aijing_C,14174,11,18557829,321,31.735581,119.029081,38,300,31.731531,119.029081,18,180,120,1500,18,3,0,1,15.00,39,1.00,524,1,-1
NJC696-6-201-aijing_C,14174,11,13183878,489,31.735581,119.029081,38,300,31.737606,119.024957,11,300,120,1500,10,4,0,1,15.00,39,1.00,524,1,-1
NJC696-6-201-aijing_C,14174,11,18557830,489,31.735581,119.029081,38,300,31.737606,119.024957,11,300,120,1500,10,4,0,1,15.00,39,1.00,524,1,-1
NJC697-4-201-nanhuawuliu_C,14174,11,13183892,129,31.810278,118.535556,30,300,31.822965,118.540989,5,20,120,5000,4,3,0,3,15.00,39,1.00,524,1,-1
NJC697-4-201-nanhuawuliu_C,14174,11,18557844,129,31.810278,118.535556,30,300,31.822965,118.540989,5,20,120,5000,4,3,0,3,15.00,39,1.00,524,1,-1
NJC697-5-201-nanhuawuliu_C,14174,11,13183893,297,31.810278,118.535556,30,300,31.807175,118.538619,3,140,120,1500,3,1,0,3,15.00,39,1.00,524,1,-1
NJC697-5-201-nanhuawuliu_C,14174,11,18557845,297,31.810278,118.535556,30,300,31.807175,118.538619,3,140,120,1500,3,1,0,3,15.00,39,1.00,524,1,-1
NJC697-6-201-nanhuawuliu_C,14174,11,13183894,465,31.810278,118.535556,30,300,31.807933,118.519909,2,260,120,5000,3,3,0,3,15.00,39,1.00,524,1,-1
NJC697-6-201-nanhuawuliu_C,14174,11,18557846,465,31.810278,118.535556,30,300,31.807933,118.519909,2,260,120,5000,3,3,0,3,15.00,39,1.00,524,1,-1
NJC706-0-283-ditieyuantongzhan,14174,10,13184032,146,31.998056,118.715139,5,300,31.998056,118.715139,3,0,360,800,3,2,1,1,15.00,39,1.00,524,1,-1
NJC706-0-283-ditieyuantongzhan,14174,10,15871008,146,31.998056,118.715139,5,300,31.998056,118.715139,3,0,360,800,3,2,1,1,15.00,39,1.00,524,1,-1
NJC706-0-283-ditieyuantongzhan,14174,10,18557984,146,31.998056,118.715139,5,300,31.998056,118.715139,3,0,360,800,3,2,1,1,15.00,39,1.00,524,1,-1
NJC707-5-283-zixinxiqu,14174,10,10497077,279,32.003819,118.725347,47,300,32.004816,118.727867,8,65,120,876,8,1,0,1,15.00,39,1.00,524,1,-1
NJC707-5-283-zixinxiqu,14174,10,13184053,279,32.003819,118.725347,47,300,32.004816,118.727867,8,65,120,876,8,1,0,1,15.00,39,1.00,524,1,-1
NJC707-5-283-zixinxiqu,14174,10,15871029,279,32.003819,118.725347,47,300,32.004816,118.727867,8,65,120,876,8,1,0,1,15.00,39,1.00,524,1,-1
NJC707-5-283-zixinxiqu,14174,10,18558005,279,32.003819,118.725347,47,300,32.004816,118.727867,8,65,120,876,8,1,0,1,15.00,39,1.00,524,1,-1
NJC707-6-283-zixinxiqu,14174,10,10497078,447,32.003819,118.725347,47,300,32.001541,118.724627,5,195,120,876,5,2,1,1,15.00,39,1.00,524,1,-1
NJC707-6-283-zixinxiqu,14174,10,13184054,447,32.003819,118.725347,47,300,32.001541,118.724627,5,195,120,876,5,2,1,1,15.00,39,1.00,524,1,-1
NJC707-6-283-zixinxiqu,14174,10,15871030,447,32.003819,118.725347,47,300,32.001541,118.724627,5,195,120,876,5,2,1,1,15.00,39,1.00,524,1,-1
NJC707-6-283-zixinxiqu,14174,10,18558006,447,32.003819,118.725347,47,300,32.001541,118.724627,5,195,120,876,5,2,1,1,15.00,39,1.00,524,1,-1
NJC708-4-283-jiangxinzhou,14174,10,13184068,102,32.008333,118.692847,36,300,32.016237,118.686320,10,325,120,3576,7,4,0,1,15.00,39,1.00,524,1,-1
NJC708-4-283-jiangxinzhou,14174,10,18558020,102,32.008333,118.692847,36,300,32.016237,118.686320,10,325,120,3576,7,4,0,1,15.00,39,1.00,524,1,-1
NJC708-5-283-jiangxinzhou,14174,10,13184069,270,32.008333,118.692847,36,300,31.999977,118.698536,4,150,120,3576,4,3,0,1,15.00,39,1.00,524,1,-1
NJC708-5-283-jiangxinzhou,14174,10,18558021,270,32.008333,118.692847,36,300,31.999977,118.698536,4,150,120,3576,4,3,0,1,15.00,39,1.00,524,1,-1
NJC708-6-283-jiangxinzhou,14174,10,13184070,438,32.008333,118.692847,36,300,32.008333,118.681468,12,270,120,3576,5,4,0,3,15.00,39,1.00,524,1,-1
NJC708-6-283-jiangxinzhou,14174,10,18558022,438,32.008333,118.692847,36,300,32.008333,118.681468,12,270,120,3576,5,4,0,3,15.00,39,1.00,524,1,-1
NJC709-4-283-aotitiyuguan,14174,10,10497108,12,32.008611,118.719444,9,300,32.008611,118.719444,7,0,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC709-4-283-aotitiyuguan,14174,10,13184084,12,32.008611,118.719444,9,300,32.008611,118.719444,7,0,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC709-4-283-aotitiyuguan,14174,10,15871060,12,32.008611,118.719444,9,300,32.008611,118.719444,7,0,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC709-4-283-aotitiyuguan,14174,10,18558036,12,32.008611,118.719444,9,300,32.008611,118.719444,7,0,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC709-5-283-aotitiyuguan,14174,10,10497109,180,32.008611,118.719444,9,300,32.008611,118.719444,7,120,360,800,8,1,1,1,15.00,39,1.00,524,1,-1
NJC709-5-283-aotitiyuguan,14174,10,13184085,180,32.008611,118.719444,9,300,32.008611,118.719444,7,120,360,800,8,1,1,1,15.00,39,1.00,524,1,-1
NJC709-5-283-aotitiyuguan,14174,10,15871061,180,32.008611,118.719444,9,300,32.008611,118.719444,7,120,360,800,8,1,1,1,15.00,39,1.00,524,1,-1
NJC709-5-283-aotitiyuguan,14174,10,18558037,180,32.008611,118.719444,9,300,32.008611,118.719444,7,120,360,800,8,1,1,1,15.00,39,1.00,524,1,-1
NJC710-0-283-aotikejizhongxin,14174,10,13184096,497,32.017000,118.717000,32,300,32.017000,118.717000,10,350,360,800,10,1,0,1,15.00,39,1.00,524,1,-1
NJC710-0-283-aotikejizhongxin,14174,10,15871072,497,32.017000,118.717000,32,300,32.017000,118.717000,10,350,360,800,10,1,0,1,15.00,39,1.00,524,1,-1
NJC710-0-283-aotikejizhongxin,14174,10,18558048,497,32.017000,118.717000,32,300,32.017000,118.717000,10,350,360,800,10,1,0,1,15.00,39,1.00,524,1,-1
NJC710-4-283-aotikejizhongxin,14174,10,10497124,93,32.009722,118.717222,68,300,32.011321,118.717908,8,20,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-4-283-aotikejizhongxin,14174,10,13184100,93,32.009722,118.717222,68,300,32.011321,118.717908,8,20,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-4-283-aotikejizhongxin,14174,10,15871076,93,32.009722,118.717222,68,300,32.011321,118.717908,8,20,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-4-283-aotikejizhongxin,14174,10,18558052,93,32.009722,118.717222,68,300,32.011321,118.717908,8,20,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-5-283-aotikejizhongxin,14174,10,10497125,261,32.009722,118.717222,68,300,32.008180,118.718070,8,155,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-5-283-aotikejizhongxin,14174,10,13184101,261,32.009722,118.717222,68,300,32.008180,118.718070,8,155,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-5-283-aotikejizhongxin,14174,10,15871077,261,32.009722,118.717222,68,300,32.008180,118.718070,8,155,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-5-283-aotikejizhongxin,14174,10,18558053,261,32.009722,118.717222,68,300,32.008180,118.718070,8,155,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-6-283-aotikejizhongxin,14174,10,10497126,429,32.009722,118.717222,68,300,32.010017,118.715246,8,280,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-6-283-aotikejizhongxin,14174,10,13184102,429,32.009722,118.717222,68,300,32.010017,118.715246,8,280,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-6-283-aotikejizhongxin,14174,10,15871078,429,32.009722,118.717222,68,300,32.010017,118.715246,8,280,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC710-6-283-aotikejizhongxin,14174,10,18558054,429,32.009722,118.717222,68,300,32.010017,118.715246,8,280,120,633,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-5-283-aotitiyuchang,14174,10,10497141,240,32.009583,118.720764,9,300,32.009583,118.720764,7,120,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-5-283-aotitiyuchang,14174,10,13184117,240,32.009583,118.720764,9,300,32.009583,118.720764,7,120,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-5-283-aotitiyuchang,14174,10,15871093,240,32.009583,118.720764,9,300,32.009583,118.720764,7,120,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-5-283-aotitiyuchang,14174,10,18558069,240,32.009583,118.720764,9,300,32.009583,118.720764,7,120,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-6-283-aotitiyuchang,14174,10,10497142,408,32.009583,118.720764,9,300,32.009583,118.720764,7,240,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-6-283-aotitiyuchang,14174,10,13184118,408,32.009583,118.720764,9,300,32.009583,118.720764,7,240,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-6-283-aotitiyuchang,14174,10,15871094,408,32.009583,118.720764,9,300,32.009583,118.720764,7,240,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC711-6-283-aotitiyuchang,14174,10,18558070,408,32.009583,118.720764,9,300,32.009583,118.720764,7,240,360,800,8,1,0,1,15.00,39,1.00,524,1,-1
NJC712-4-283-hexijinlingfenxiao,14174,10,10497156,9,32.010208,118.731944,53,300,32.015088,118.735266,9,30,120,2087,10,2,0,1,15.00,39,1.00,524,1,-1
NJC712-4-283-hexijinlingfenxiao,14174,10,13184132,9,32.010208,118.731944,53,300,32.015088,118.735266,9,30,120,2087,10,2,0,1,15.00,39,1.00,524,1,-1
NJC712-4-283-hexijinlingfenxiao,14174,10,15871108,9,32.010208,118.731944,53,300,32.015088,118.735266,9,30,120,2087,10,2,0,1,15.00,39,1.00,524,1,-1
NJC712-4-283-hexijinlingfenxiao,14174,10,18558084,9,32.010208,118.731944,53,300,32.015088,118.735266,9,30,120,2087,10,2,0,1,15.00,39,1.00,524,1,-1
NJC712-5-283-hexijinlingfenxiao,14174,10,10497157,177,32.010208,118.731944,53,300,32.008470,118.733128,9,150,120,746,9,1,0,1,15.00,39,1.00,524,1,-1
NJC712-5-283-hexijinlingfenxiao,14174,10,13184133,177,32.010208,118.731944,53,300,32.008470,118.733128,9,150,120,746,9,1,0,1,15.00,39,1.00,524,1,-1
NJC712-5-283-hexijinlingfenxiao,14174,10,15871109,177,32.010208,118.731944,53,300,32.008470,118.733128,9,150,120,746,9,1,0,1,15.00,39,1.00,524,1,-1
NJC712-5-283-hexijinlingfenxiao,14174,10,18558085,177,32.010208,118.731944,53,300,32.008470,118.733128,9,150,120,746,9,1,0,1,15.00,39,1.00,524,1,-1
NJC712-6-283-hexijinlingfenxiao,14174,10,10497158,345,32.010208,118.731944,53,300,32.010894,118.729720,8,290,120,746,8,1,1,1,15.00,39,1.00,524,1,-1
NJC712-6-283-hexijinlingfenxiao,14174,10,13184134,345,32.010208,118.731944,53,300,32.010894,118.729720,8,290,120,746,8,1,1,1,15.00,39,1.00,524,1,-1
NJC712-6-283-hexijinlingfenxiao,14174,10,15871110,345,32.010208,118.731944,53,300,32.010894,118.729720,8,290,120,746,8,1,1,1,15.00,39,1.00,524,1,-1
NJC712-6-283-hexijinlingfenxiao,14174,10,18558086,345,32.010208,118.731944,53,300,32.010894,118.729720,8,290,120,746,8,1,1,1,15.00,39,1.00,524,1,-1
NJC713-4-201-shuangzhaduanju_C,14174,10,13184148,135,31.987500,118.691111,30,300,31.991550,118.691111,2,0,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-4-201-shuangzhaduanju_C,14174,10,18558100,135,31.987500,118.691111,30,300,31.991550,118.691111,2,0,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-5-201-shuangzhaduanju_C,14174,10,13184149,303,31.987500,118.691111,30,300,31.985475,118.695247,2,120,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-5-201-shuangzhaduanju_C,14174,10,18558101,303,31.987500,118.691111,30,300,31.985475,118.695247,2,120,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-6-1013-shuangzhaduanju_C,14174,10,13184150,471,31.987500,118.691111,30,300,31.985475,118.686975,2,240,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-6-1013-shuangzhaduanju_C,14174,10,18558102,471,31.987500,118.691111,30,300,31.985475,118.686975,2,240,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC713-6-1013-shuangzhaduanju_C,14174,10,66399382,471,31.987500,118.691111,30,300,31.985475,118.686975,2,240,120,1500,2,1,0,1,15.00,39,1.00,524,1,-1
NJC714-4-160-jindajiangjiudian_C,14174,10,10497188,129,32.067500,118.735000,27,300,32.070603,118.738072,14,40,120,1500,19,6,1,1,15.00,39,1.00,524,1,-1
NJC714-4-160-jindajiangjiudian_C,14174,10,13184164,129,32.067500,118.735000,27,300,32.070603,118.738072,14,40,120,1500,19,6,1,1,15.00,39,1.00,524,1,-1
NJC714-4-160-jindajiangjiudian_C,14174,10,15871140,129,32.067500,118.735000,27,300,32.070603,118.738072,14,40,120,1500,19,6,1,1,15.00,39,1.00,524,1,-1
NJC714-4-160-jindajiangjiudian_C,14174,10,18558116,129,32.067500,118.735000,27,300,32.070603,118.738072,14,40,120,1500,19,6,1,1,15.00,39,1.00,524,1,-1
NJC714-5-160-jindajiangjiudian_C,14174,10,10497189,297,32.067500,118.735000,27,300,32.064896,118.738661,14,130,120,1500,17,6,1,1,15.00,39,1.00,524,1,-1
NJC714-5-160-jindajiangjiudian_C,14174,10,13184165,297,32.067500,118.735000,27,300,32.064896,118.738661,14,130,120,1500,17,6,1,1,15.00,39,1.00,524,1,-1
NJC714-5-160-jindajiangjiudian_C,14174,10,15871141,297,32.067500,118.735000,27,300,32.064896,118.738661,14,130,120,1500,17,6,1,1,15.00,39,1.00,524,1,-1
NJC714-5-160-jindajiangjiudian_C,14174,10,18558117,297,32.067500,118.735000,27,300,32.064896,118.738661,14,130,120,1500,17,6,1,1,15.00,39,1.00,524,1,-1
NJC714-6-160-jindajiangjiudian_C,14174,10,10497190,465,32.067500,118.735000,27,300,32.065475,118.730861,14,240,120,1500,11,4,0,1,15.00,39,1.00,524,1,-1
NJC714-6-160-jindajiangjiudian_C,14174,10,13184166,465,32.067500,118.735000,27,300,32.065475,118.730861,14,240,120,1500,11,4,0,1,15.00,39,1.00,524,1,-1
NJC714-6-160-jindajiangjiudian_C,14174,10,15871142,465,32.067500,118.735000,27,300,32.065475,118.730861,14,240,120,1500,11,4,0,1,15.00,39,1.00,524,1,-1
NJC714-6-160-jindajiangjiudian_C,14174,10,18558118,465,32.067500,118.735000,27,300,32.065475,118.730861,14,240,120,1500,11,4,0,1,15.00,39,1.00,524,1,-1
NJC715-4-283-tiandoufangting,14174,10,10497204,39,32.017986,118.742917,51,300,32.018169,118.745381,12,85,120,777,10,2,0,1,15.00,39,1.00,524,1,-1
NJC715-4-283-tiandoufangting,14174,10,13184180,39,32.017986,118.742917,51,300,32.018169,118.745381,12,85,120,777,10,2,0,1,15.00,39,1.00,524,1,-1
NJC715-4-283-tiandoufangting,14174,10,15871156,39,32.017986,118.742917,51,300,32.018169,118.745381,12,85,120,777,10,2,0,1,15.00,39,1.00,524,1,-1
NJC715-4-283-tiandoufangting,14174,10,18558132,39,32.017986,118.742917,51,300,32.018169,118.745381,12,85,120,777,10,2,0,1,15.00,39,1.00,524,1,-1
NJC715-5-283-tiandoufangting,14174,10,10497205,207,32.017986,118.742917,51,300,32.011905,118.744182,10,170,120,2288,8,2,1,1,15.00,39,1.00,524,1,-1
NJC715-5-283-tiandoufangting,14174,10,13184181,207,32.017986,118.742917,51,300,32.011905,118.744182,10,170,120,2288,8,2,1,1,15.00,39,1.00,524,1,-1
NJC715-5-283-tiandoufangting,14174,10,15871157,207,32.017986,118.742917,51,300,32.011905,118.744182,10,170,120,2288,8,2,1,1,15.00,39,1.00,524,1,-1
NJC715-5-283-tiandoufangting,14174,10,18558133,207,32.017986,118.742917,51,300,32.011905,118.744182,10,170,120,2288,8,2,1,1,15.00,39,1.00,524,1,-1
NJC715-6-283-tiandoufangting,14174,10,10497206,375,32.017986,118.742917,51,300,32.018350,118.740481,11,280,120,777,11,1,0,1,15.00,39,1.00,524,1,-1
NJC715-6-283-tiandoufangting,14174,10,13184182,375,32.017986,118.742917,51,300,32.018350,118.740481,11,280,120,777,11,1,0,1,15.00,39,1.00,524,1,-1
NJC715-6-283-tiandoufangting,14174,10,15871158,375,32.017986,118.742917,51,300,32.018350,118.740481,11,280,120,777,11,1,0,1,15.00,39,1.00,524,1,-1
NJC715-6-283-tiandoufangting,14174,10,18558134,375,32.017986,118.742917,51,300,32.018350,118.740481,11,280,120,777,11,1,0,1,15.00,39,1.00,524,1,-1
NJC841-0-283-shazhou_BBU_7,14174,10,13184224,320,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC841-0-283-shazhou_BBU_7,14174,10,15871200,320,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC841-0-283-shazhou_BBU_7,14174,10,18558176,320,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC841-1-283-shazhou_BBU_7,14174,10,13184225,488,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC841-1-283-shazhou_BBU_7,14174,10,15871201,488,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC841-1-283-shazhou_BBU_7,14174,10,18558177,488,31.990278,118.725833,5,300,31.990278,118.725833,2,0,360,800,2,1,0,1,15.00,39,1.00,524,1,-1
NJC719-4-283-shangxinhe,14174,10,10497268,99,32.023889,118.712847,57,300,32.027626,118.709148,14,320,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-4-283-shangxinhe,14174,10,13184244,99,32.023889,118.712847,57,300,32.027626,118.709148,14,320,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-4-283-shangxinhe,14174,10,15871220,99,32.023889,118.712847,57,300,32.027626,118.709148,14,320,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-4-283-shangxinhe,14174,10,18558196,99,32.023889,118.712847,57,300,32.027626,118.709148,14,320,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-5-283-shangxinhe,14174,10,10497269,267,32.023889,118.712847,57,300,32.024736,118.718514,12,80,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-5-283-shangxinhe,14174,10,13184245,267,32.023889,118.712847,57,300,32.024736,118.718514,12,80,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-5-283-shangxinhe,14174,10,15871221,267,32.023889,118.712847,57,300,32.024736,118.718514,12,80,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-5-283-shangxinhe,14174,10,18558197,267,32.023889,118.712847,57,300,32.024736,118.718514,12,80,120,1809,12,1,0,1,15.00,39,1.00,524,1,-1
NJC719-6-283-shangxinhe,14174,10,10497270,435,32.023889,118.712847,57,300,32.013935,118.706068,9,210,120,4259,7,4,0,1,15.00,39,1.00,524,1,-1
NJC719-6-283-shangxinhe,14174,10,13184246,435,32.023889,118.712847,57,300,32.013935,118.706068,9,210,120,4259,7,4,0,1,15.00,39,1.00,524,1,-1
NJC719-6-283-shangxinhe,14174,10,15871222,435,32.023889,118.712847,57,300,32.013935,118.706068,9,210,120,4259,7,4,0,1,15.00,39,1.00,524,1,-1
NJC719-6-283-shangxinhe,14174,10,18558198,435,32.023889,118.712847,57,300,32.013935,118.706068,9,210,120,4259,7,4,0,1,15.00,39,1.00,524,1,-1
NJC720-4-283-jishancun,14174,10,10497284,45,32.024167,118.728264,62,300,32.028055,118.728264,13,0,120,1443,12,1,0,1,15.00,39,1.00,524,1,-1
NJC720-4-283-jishancun,14174,10,13184260,45,32.024167,118.728264,62,300,32.028055,118.728264,13,0,120,1443,12,1,0,1,15.00,39,1.00,524,1,-1
NJC720-4-283-jishancun,14174,10,15871236,45,32.024167,118.728264,62,300,32.028055,118.728264,13,0,120,1443,12,1,0,1,15.00,39,1.00,524,1,-1
NJC720-4-283-jishancun,14174,10,18558212,45,32.024167,118.728264,62,300,32.028055,118.728264,13,0,120,1443,12,1,0,1,15.00,39,1.00,524,1,-1
NJC720-5-283-jishancun,14174,10,10497285,213,32.024167,118.728264,62,300,32.022362,118.731951,11,120,120,1338,11,1,1,1,15.00,39,1.00,524,1,-1
NJC720-5-283-jishancun,14174,10,13184261,213,32.024167,118.728264,62,300,32.022362,118.731951,11,120,120,1338,11,1,1,1,15.00,39,1.00,524,1,-1
NJC720-5-283-jishancun,14174,10,15871237,213,32.024167,118.728264,62,300,32.022362,118.731951,11,120,120,1338,11,1,1,1,15.00,39,1.00,524,1,-1
NJC720-5-283-jishancun,14174,10,18558213,213,32.024167,118.728264,62,300,32.022362,118.731951,11,120,120,1338,11,1,1,1,15.00,39,1.00,524,1,-1
NJC720-6-283-jishancun,14174,10,10497286,381,32.024167,118.728264,62,300,32.022142,118.724127,11,240,120,1500,11,2,1,1,15.00,39,1.00,524,1,-1
NJC720-6-283-jishancun,14174,10,13184262,381,32.024167,118.728264,62,300,32.022142,118.724127,11,240,120,1500,11,2,1,1,15.00,39,1.00,524,1,-1
NJC720-6-283-jishancun,14174,10,15871238,381,32.024167,118.728264,62,300,32.022142,118.724127,11,240,120,1500,11,2,1,1,15.00,39,1.00,524,1,-1
NJC720-6-283-jishancun,14174,10,18558214,381,32.024167,118.728264,62,300,32.022142,118.724127,11,240,120,1500,11,2,1,1,15.00,39,1.00,524,1,-1
NJC721-4-283-zhongyieryuan,14174,10,10497300,117,32.024444,118.747292,51,300,32.027883,118.748007,9,10,120,1295,8,3,0,1,15.00,39,1.00,524,1,-1
NJC721-4-283-zhongyieryuan,14174,10,13184276,117,32.024444,118.747292,51,300,32.027883,118.748007,9,10,120,1295,8,3,0,1,15.00,39,1.00,524,1,-1
NJC721-4-283-zhongyieryuan,14174,10,15871252,117,32.024444,118.747292,51,300,32.027883,118.748007,9,10,120,1295,8,3,0,1,15.00,39,1.00,524,1,-1
NJC721-4-283-zhongyieryuan,14174,10,18558228,117,32.024444,118.747292,51,300,32.027883,118.748007,9,10,120,1295,8,3,0,1,15.00,39,1.00,524,1,-1
NJC721-5-283-zhongyieryuan,14174,10,10497301,285,32.024444,118.747292,51,300,32.021420,118.749352,9,150,120,1295,7,3,1,1,15.00,39,1.00,524,1,-1
NJC721-5-283-zhongyieryuan,14174,10,13184277,285,32.024444,118.747292,51,300,32.021420,118.749352,9,150,120,1295,7,3,1,1,15.00,39,1.00,524,1,-1
NJC721-5-283-zhongyieryuan,14174,10,15871253,285,32.024444,118.747292,51,300,32.021420,118.749352,9,150,120,1295,7,3,1,1,15.00,39,1.00,524,1,-1
